交易名称,企业名称,所属集团,电源类型,装机容量MW
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-111）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-031）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-112）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-060）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-034）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-032）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-035）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-043）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-042）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-082）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-080）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-065）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-068）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-028）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-027）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-037）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-039）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-036）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-062）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-075）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-076）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-077）,耿马华电新能源开发有限公司,,无,0
380V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02-079）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡06）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡08）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡21）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡20）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡19）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡13）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡14）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡01）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡05）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡07）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡17）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡02）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡18）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡09）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡16）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡10）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡04）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡03）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡15）,耿马华电新能源开发有限公司,,无,0
220V云南华电耿马县整县一期12MW屋顶分布式光伏发电项目（勐撒镇、大兴乡、勐永镇、芒洪乡11）,耿马华电新能源开发有限公司,,无,0
380V通海县九龙街道谢永平户用屋顶分布式光伏发电项目（玉溪市通海县九街镇九街三组一分组）,谢永平,,无,0
220V陈艳自然人户用分布式光伏项目（北闸镇箐门村民委员会十二组25号）,陈艳,,无,0
380V云南沛光太阳能发电有限公司勐海县户用光伏50MW建设项目（西双版纳傣族自治州勐海县勐海镇兴园路8号（黄涧泉））,云南沛光太阳能发电有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（金所街道张所村委会水沟村（洪福永））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（金所街道张所村委会排秋村（张春林&#41;）,京能（寻甸）新能源有限公司,,无,0
380V鲁甸县域经济分布式光伏发电能源项目（鲁甸县粮油储备库2号（文屏东路171号））,鲁甸滇能零碳智慧能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（金所街道金所村委会金所中学教学楼）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（金所街道金所村委会金所中学食堂）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（金所街道张所村委会排秋村（张朴生））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（金所街道金所村委会金所村（洪剑峰））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（金所街道金所村委会哨上小学）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（金所街道张所村委会马场村（张洪武））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（金所街道张所村委会水沟村&#40;张宏亮&#41;）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（金所街道张所村委会排秋村（罗艳春））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（金所街道金所村委会潘所村（程子光））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（金所街道金所村委会金所村（杨正明））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道和平村委会和平完小）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德镇道院村委会小法古活动室）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道北观村委会教育局）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道建设村委会嘉欧建材城）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道道院村委会初奈村（李朝勇））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道胜利村委会商家村（肖建平））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道（仁德一中））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道（仁德第一小学））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（七星镇必寨村委会（张文所））,京能（寻甸）新能源有限公司,,无,0
380V鲁甸县域经济分布式光伏发电能源项目（鲁甸县卯家湾扶贫车间一期3号（砚池大道与和悦大道交叉口南500米））,鲁甸滇能零碳智慧能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（金所街道草海子村委会新龙村（余绍昌））,京能（寻甸）新能源有限公司,,无,0
10kV红云制药（云南）智慧生物医药生产基地分布式光伏发电项目（玉溪高新区九龙片区智能制造产业园）,南方电网综合能源（云南）有限责任公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道中桥村委会鲁贝村（朱继宏））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德镇中桥村委会木家山活动室）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道北观村委会档案馆东）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道和平村委会新村（沐应芬））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道北观村委会森林公安、金域华府 ）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道胜利村委会胜利村中心完小）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道道院村委会马石武村（胡存柱））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道东发居委会财政所）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道胜利村委会半弓田活动室）,京能（寻甸）新能源有限公司,,无,0
380V鲁甸县域经济分布式光伏发电能源项目（鲁甸县工商业联合会（鲁甸县文屏镇政通路））,鲁甸滇能零碳智慧能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道中桥村委会仁德四小教学楼）,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道和平村委会新村（马俊光））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道中桥村委会鲁贝村（朱继彬））,京能（寻甸）新能源有限公司,,无,0
380V云南昆明寻甸县21.36MW分布式光伏项目（仁德街道东发居委会仁德二小）,京能（寻甸）新能源有限公司,,无,0
